Date,Unemployment_Rate,Per_Capita_GDP,Income,No_New_Household,Working_Age_Population,Consumer_Price_Index_All,New_House_Supply,Total_Permits_Counts,Personal_Consumption_Expenditures_Price_Index _2017,Delinquency_Rate_On_Credit_Card_Loans,Rental_Income_Of_Persons_With_Capital_Consumption_Adjustment_In_Billions,Employment_By_Economic_Activity_Construction_Count,Price_Index
2022-01-01,4.0,65286.0,16080.8,1256.0,207106806.899557,282.599,5.8,1898.0,112.829,1.66,835.4,11790000.0,285.92400000000004
2022-02-01,3.8,65231.23333333333,16092.7,1371.0,207104221.83809102,284.61,6.2,1817.0,113.496,1.722,836.6,11790000.0,291.153
2022-03-01,3.6,65181.76666666667,16028.1,1356.0,207013003.70449,287.472,7.0,1877.0,114.446,1.778,839.7,11790000.0,296.445
2022-04-01,3.6,65127.0,16042.6,1361.0,207064955.401875,288.611,8.5,1795.0,114.789,1.84,857.4,11790000.0,300.573
2022-05-01,3.6,65237.43956043956,16023.2,1446.0,207270515.766814,291.268,8.3,1708.0,115.446,1.9191208791208791,875.4,11790000.0,303.762
2022-06-01,3.6,65351.56043956044,15963.4,1392.0,207394728.33475,294.728,9.5,1701.0,116.495,2.000879120879121,893.2,11790000.0,304.724
2022-07-01,3.5,65462.0,16109.3,1396.0,207407819.585438,294.628,10.1,1658.0,116.511,2.08,891.5,11790000.0,303.879
2022-08-01,3.7,65570.16304347826,16161.4,1355.0,207370650.96785697,295.32,8.7,1586.0,116.89,2.1406521739130433,892.7,11790000.0,301.473
2022-09-01,3.5,65678.32608695653,16184.9,1438.0,207453580.524705,296.539,9.7,1588.0,117.314,2.201304347826087,895.0,11790000.0,299.353
2022-10-01,3.7,65783.0,16223.5,1348.0,207431164.67844102,297.987,9.7,1555.0,117.842,2.26,900.3,11790000.0,298.873
2022-11-01,3.6,65882.40217391304,16229.6,1543.0,207521914.19028,298.598,9.4,1402.0,118.104,2.317282608695652,906.5,11790000.0,298.269
2022-12-01,3.5,65978.59782608696,16265.1,1390.0,207524486.32236,298.99,8.5,1409.0,118.348,2.372717391304348,915.7,11790000.0,297.413
2023-01-01,3.4,66078.0,16601.9,1377.0,208146215.794072,300.536,8.1,1354.0,119.011,2.43,930.9,11790000.0,297.03
2023-02-01,3.6,66168.58888888889,16656.1,1577.0,208253373.170826,301.648,8.4,1482.0,119.386,2.547111111111111,945.7,11790000.0,297.53700000000003
2023-03-01,3.5,66250.41111111111,16730.2,1528.0,208290967.184404,301.808,8.1,1437.0,119.53,2.652888888888889,960.7,11790000.0,298.637
2023-04-01,3.4,66341.0,16763.9,1416.0,208392885.848337,302.918,7.6,1417.0,119.893,2.77,960.6,11790000.0,300.21299999999997
2023-05-01,3.7,66585.61538461539,16818.5,1534.0,208612844.166314,303.294,7.2,1496.0,120.02,2.8392307692307694,960.8,11790000.0,302.566
2023-06-01,3.6,66838.38461538461,16809.5,1492.0,208706919.962132,303.841,7.5,1441.0,120.221,2.9107692307692306,961.8,11790000.0,304.593
2023-07-01,3.5,67083.0,16796.9,1334.0,208779237.25809,304.348,7.1,1443.0,120.438,2.98,967.0,11790000.0,306.767
2023-08-01,3.8,67083.0,16799.7,1370.0,208906586.754592,306.269,7.8,1541.0,120.877,2.98,974.0,11790000.0,309.155
2023-09-01,3.8,67083.0,16804.8,1478.0,209117169.78230798,307.481,7.2,1471.0,121.325,2.98,980.8,11790000.0,311.175
2023-10-01,3.9,67083.0,16848.7,1410.0,209039442.186612,307.619,7.8,1498.0,121.385,2.98,986.1,11790000.0,311.175
2023-11-01,3.7,67083.0,16848.7,1410.0,209039442.186612,307.619,7.8,1498.0,121.385,2.98,986.1,11790000.0,311.175
2000-01-01,5.7,50091.0,9799.9,1632.0,182566431.891724,177.7,4.2,1665.0,75.431,4.94,206.6,9981250.0,117.14399999999999
2000-02-01,5.7,50091.0,9837.9,1632.0,182566431.891724,177.7,4.2,1665.0,75.431,4.94,206.6,9981250.0,117.14399999999999
2000-03-01,5.7,50091.0,9864.0,1632.0,182566431.891724,177.7,4.2,1665.0,75.431,4.94,206.6,9981250.0,117.14399999999999
2000-04-01,5.7,50091.0,9913.7,1632.0,182566431.891724,177.7,4.2,1665.0,75.431,4.94,206.6,9981250.0,117.14399999999999
2000-05-01,5.7,50091.0,9954.5,1632.0,182566431.891724,177.7,4.2,1665.0,75.431,4.94,206.6,9981250.0,117.14399999999999
2000-06-01,5.7,50091.0,9982.3,1632.0,182566431.891724,177.7,4.2,1665.0,75.431,4.94,206.6,9981250.0,117.14399999999999
2000-07-01,5.7,50091.0,10035.9,1632.0,182566431.891724,177.7,4.2,1665.0,75.431,4.94,206.6,9981250.0,117.14399999999999
2000-08-01,5.7,50091.0,10098.3,1632.0,182566431.891724,177.7,4.2,1665.0,75.431,4.94,206.6,9981250.0,117.14399999999999
2000-09-01,5.7,50091.0,10110.3,1632.0,182566431.891724,177.7,4.2,1665.0,75.431,4.94,206.6,9981250.0,117.14399999999999
2000-10-01,5.7,50091.0,10139.2,1632.0,182566431.891724,177.7,4.2,1665.0,75.431,4.94,206.6,9981250.0,117.14399999999999
2000-11-01,5.7,50091.0,10143.5,1632.0,182566431.891724,177.7,4.2,1665.0,75.431,4.94,206.6,9981250.0,117.14399999999999
2000-12-01,5.7,50091.0,10164.3,1632.0,182566431.891724,177.7,4.2,1665.0,75.431,4.94,206.6,9981250.0,117.14399999999999
2001-01-01,5.7,50091.0,10211.7,1632.0,182566431.891724,177.7,4.2,1665.0,75.431,4.94,206.6,9981250.0,117.14399999999999
2001-02-01,5.7,50091.0,10223.4,1632.0,182566431.891724,177.7,4.2,1665.0,75.431,4.94,206.6,9981250.0,117.14399999999999
2001-03-01,5.7,50091.0,10254.4,1632.0,182566431.891724,177.7,4.2,1665.0,75.431,4.94,206.6,9981250.0,117.14399999999999
2001-04-01,5.7,50091.0,10233.1,1632.0,182566431.891724,177.7,4.2,1665.0,75.431,4.94,206.6,9981250.0,117.14399999999999
2001-05-01,5.7,50091.0,10214.7,1632.0,182566431.891724,177.7,4.2,1665.0,75.431,4.94,206.6,9981250.0,117.14399999999999
2001-06-01,5.7,50091.0,10218.1,1632.0,182566431.891724,177.7,4.2,1665.0,75.431,4.94,206.6,9981250.0,117.14399999999999
2001-07-01,5.7,50091.0,10370.7,1632.0,182566431.891724,177.7,4.2,1665.0,75.431,4.94,206.6,9981250.0,117.14399999999999
2001-08-01,5.7,50091.0,10543.1,1632.0,182566431.891724,177.7,4.2,1665.0,75.431,4.94,206.6,9981250.0,117.14399999999999
2001-09-01,5.7,50091.0,10452.8,1632.0,182566431.891724,177.7,4.2,1665.0,75.431,4.94,206.6,9981250.0,117.14399999999999
2001-10-01,5.7,50091.0,10267.7,1632.0,182566431.891724,177.7,4.2,1665.0,75.431,4.94,206.6,9981250.0,117.14399999999999
2001-11-01,5.7,50091.0,10279.7,1632.0,182566431.891724,177.7,4.2,1665.0,75.431,4.94,206.6,9981250.0,117.14399999999999
2001-12-01,5.7,50091.0,10298.9,1632.0,182566431.891724,177.7,4.2,1665.0,75.431,4.94,206.6,9981250.0,117.14399999999999
